country,adm1_pcode,adm1_name,adm1_overview,overview_source_url
Kenya,KE033,Narok,Home to the Maasai Mara National Reserve; tourism is the economic engine alongside Maasai pastoralism. ACLED lists Narok among counties with county border disputes. Farmer-herder land conflicts and periodic election-linked violence are documented.,https://acleddata.com/2023/11/14/kenya-situation-update-november-2023-competition-over-politics-and-resources-affect-recent-county-border-disputes-in-kenya/  https://en.wikipedia.org/wiki/Narok_County
Kenya,KE030,Baringo,"Rift Valley county; pastoralism and fishing (Lake Baringo). ACLED's August 2023 report on Operation Maliza Uhalifu identifies Baringo as one of six target counties for the North Rift security operation, with military airstrikes conducted against militia hideouts on Tandare hills in March 2023. ",https://acleddata.com/2023/08/04/kenya-situation-update-august-2023-government-operation-brings-calm-to-north-rift-region  https://en.wikipedia.org/wiki/Baringo_County
Kenya,KE002,Kwale,"Coastal county; titanium mining, tourism, and cashew. In late 2021, the Kenyan government and Red Cross launched livestock off-take and cash transfer programs to help Kwale County residents survive severe drought. ACLED security assessment flags Kwale within the coastal al-Shabaab influence and recruitment zone. ",https://acleddata.com/2023/03/02/kenya-context-assessment-increasing-security-challenges-in-kenya/  https://en.wikipedia.org/wiki/Kwale_County https://allafrica.com/stories/201504201875.html
Kenya,KE007,Garissa,"Northeastern arid county. The economy is primarily based on agriculture, livestock farming, and trade.  ACLED records Garissa as consistently among Kenya's highest-fatality counties for al-Shabaab activity: 22 fatalities recorded Sept-Nov 2023 alone; site of the 2015 Garissa University massacre (148 killed). Al-Shabaab uses Boni Forest as a hideout for cross-border attacks.",https://acleddata.com/2023/07/07/kenya-situation-update-july-2023-al-shabaab-attacks-surge-ahead-of-somalia-kenya-border-reopening/  https://garissa.go.ke/demographics/
Kenya,KE010,Marsabit,"Remote arid county on the Ethiopian border; pastoralism (camels, cattle). ACLED's June 2023 situation update records Marsabit with the one of the highest fatality count of any Kenyan county during the April-June 2023 period, attributed to ethnic militia clashes. Chronic inter-ethnic conflict over water and pasture.",https://acleddata.com/2023/06/09/kenya-situation-update-june-2023/  https://en.wikipedia.org/wiki/Marsabit_County
Kenya,KE008,Wajir,Arid northeastern county. Wajir County is among the counties with the highest populations of livestock from which the community source their livelihoods. ACLED documents Wajir as a consistent al-Shabaab operating county. Porous border with Somalia enables cross-border militant movement.,https://acleddata.com/2023/07/07/kenya-situation-update-july-2023-al-shabaab-attacks-surge-ahead-of-somalia-kenya-border-reopening/  https://www.kcsap.go.ke/sites/default/files/2023-04/Wajir%20PMP%20final.pdf
Kenya,KE024,West Pokot,Semi-arid northwestern county. The West Pokot county economy is principally driven by livestock rearing and agriculture. ACLED’s December 2023 update highlights West Pokot as a key area of concern due to ongoing pastoral militia attacks. West Pokot showed increased militia violence in Q4 2023 despite Operation Maliza Uhalifu.,https://acleddata.com/update/kenya-situation-update-december-2023-examining-local-community-agreements-alternative-routes  https://en.wikipedia.org/wiki/West_Pokot_County
Kenya,KE025,Samburu,Remote semi-arid county; Samburu pastoralism and wildlife tourism. ACLED's August 2023 report on Operation Maliza Uhalifu identifies Samburu as a primary militia hideout area. Peace agreement between Pokot and Samburu communities in November 2023.,https://acleddata.com/2023/08/04/kenya-situation-update-august-2023-government-operation-brings-calm-to-north-rift-region  https://samburu.org/tourism-and-economy/
Kenya,KE004,Tana River,Coastal-hinterland county; farming (Tana Delta) and pastoralism. OCHA's inter-communal conflict report (2014) identifies Tana River as one of Kenya's primary conflict hotspots; site of farmer-pastoralist massacres (2012-2013). ACLED records an active Kitui-Tana River border dispute as recently as 2023.,https://reliefweb.int/report/kenya/kenya-inter-communal-conflict-county-january-november-2014 
Kenya,KE023,Turkana,"Kenya's largest and most arid county. ACLED's 2022 security assessment records Turkana with the highest fatalities of any Kenyan county that year driven by Pokot militia attacks on civilians. Extreme poverty, recurring drought, and cross-border conflict persist.",https://acleddata.com/2023/03/02/kenya-context-assessment-increasing-security-challenges-in-kenya/ 
Kenya,KE009,Mandera,"Northeastern tri-border county (Kenya-Ethiopia-Somalia). The primary economic activities include pastoralism and agriculture. Recurrent insecurity, especially along its borders with Somalia and Ethiopia, continues to undermine private investment, public service delivery, and broader economic diversification. ACLED identifies Mandera as the county with the highest number of al-Shabaab political violence events in both 2021 and 2022. Highest al-Shabaab attack frequency in Kenya.",https://acleddata.com/2024/04/19/kenya-situation-update-april-2024-kenyan-security-forces-combating-al-shabaab-pastoralist-militias-and-mob-violence/  https://en.wikipedia.org/wiki/Mandera_County
Somalia,SO16,Bari,"Northeastern Puntland region; Bosaso port is the main commercial hub and economic center with a diversified economy that includes maritime trade, fisheries, livestock exports, mining, and commerce. OCHA records Bari as among the regions most affected by northern Somalia drought (2024-2025), with many boreholes out of service in Puntland and water prices nearly doubling. Relatively stable under Puntland administration with some Al-Shabaab rural presence.","https://www.unocha.org/publications/report/somalia/somalia-communities-edge-drought-conditions-bite https://en.wikipedia.org/wiki/Bosaso#:~:text=The%20city%20is%20the%20economic,%2C%20engineering%2C%20business%20and%20entrepreneurship."
Somalia,SO11,Awdal,"Northwestern Somaliland region. Economy primarily based on livestock and agriculture. Severely drought-affected, with Global Acute Malnutrition doubling to 18% in hard-hit areas (OCHA, 2016). Stable under Somaliland governance since 1991. Displacement patterns are mostly intra-regional (99%) per IOM DTM data.",https://reliefweb.int/report/somalia/humanitarian-bulletin-somalia-february-2016-issued-19-february-2016 
Somalia,SO17,Nugaal,"Puntland region; Garowe serves as Puntland's administrative capital.The main economic sustenance of the population is livestock. Nugaal is among regions with severe water shortages, with shallow wells dried up and health facilities non-operational during 2024-2025 drought. Relatively stable under Puntland governance; inter-clan tensions periodic.",https://www.acaps.org/en/countries/somalia https://reliefweb.int/report/somalia/nugaal-%E2%80%93-situation-analysis-october-2012
Somalia,SO15,Sanaag,"Mountainous northeastern region; disputed between Somaliland and Puntland. The main economic sustenance of the population is livestock. OCHA's 2022 drought impact snapshot identifies Sanaag as experiencing deteriorating conditions with four out of eight most-affected districts. Nearly 43,000 people have been displaced by ongoing clan violence in Ceerigaabo town of Sanaag.",https://reliefweb.int/report/somalia/somalia-2022-drought-impact-snapshot-august-2022  https://www.unocha.org/publications/report/somalia/somalia-armed-violence-ceerigaabo-town-sanaag-region-flash-update-no1-18-december-2024
Somalia,SO12,Woqooyi Galbeed,"Somaliland's most populous region; capital Hargeisa is Somaliland's de facto capital. High flood vulnerability. Relatively stable and peaceful since 1991; trade, livestock, and services drive the economy.",https://www.unocha.org/publications/report/somalia/somalia-situation-report-30-apr-2024 https://en.wikipedia.org/wiki/Maroodi_Jeex
Somalia,SO13,Togdheer,"Somaliland interior region; Burao is a major livestock trading hub. Periodic drought stress affecting pastoralists. IOM DTM displacement monitoring shows Togdheer displacement patterns are 96% intra-regional (mostly drought-driven), indicating relative stability. ",https://reliefweb.int/report/somalia/somalia-drought-displacement-monitoring-dashboard-april-2022  https://en.wikipedia.org/wiki/Burao
Somalia,SO26,Gedo,"Southwestern border region. The economy mostly depends on livestock and farming. IOM DTM Emergency Trend Tracking records Gedo as consistently among the most displacement-affected regions. Al-Shabaab maintains a significant and strategic presence across Gedo, controlling large rural swaths and several towns- including El Adde and Cows Qurun",https://reliefweb.int/report/somalia/displacement-tracking-matrix-dtm-somalia-emergency-trend-tracking-ett-gedo-bay-hiraan-middle-shabelle-and-banadir-regions-week-47-nov-19-nov-25-2023  https://www.euaa.europa.eu/coi/somalia/2025/security-situation/21-jubbaland/211-gedo
Somalia,SO23,Lower Shabelle,"Major banana and sorghum production region. Fertile agricultural zone; most conflict-affected Somali region per ACLED data (1,655 security incidents April 2023-July 2025, highest in the country). Al-Shabaab actively contests territory; military operations by Somali forces ongoing. Severe IDP displacement into Banadir. ",https://www.euaa.europa.eu/country-guidance-somalia/security-situation-somalia-recent-events
Somalia,SO22,Banadir,"Single-district region encompassing Mogadishu, Somalia's capital. Economy based largely on the export of agricultural products such as fruit, sugarcane, and corn, livestock, and animal products. ACLED records Banadir as second-most conflict-intensive region (955 security incidents April 2023-July 2025). High number of IDP receiving region.",https://www.euaa.europa.eu/country-guidance-somalia/security-situation-somalia-recent-events  https://www.ebsco.com/research-starters/geography-and-cartography/mogadishu-somalia
Somalia,SO14,Sool,Disputed region between Somaliland and Puntland. Pastoralism and cross-border trade. OCHA's 2022 drought snapshot lists Sool among most drought-affected regions with deteriorating conditions in two districts.,https://www.unocha.org/publications/report/somalia/somalia-2025-2026-drought-emergency-situation-report-no-5-6-april-2026
Somalia,SO20,Hiraan,Central Shabelle River valley. The local economy faces volatility due to climatic shocks and relies heavily on remittances and livestock exports. Al-Shabaab active in rural areas while federal forces hold key towns.,"https://en.wikipedia.org/wiki/Hiran,_Somalia"
Somalia,SO19,Galgaduud,"Central Somalia; arid pastoralism and inter-clan conflict. ACLED records Galgaduud as the region with the highest cumulative fatalities in Somalia during April 2023-July 2025, driven by inter-clan violence and Al-Shabaab activity. Escalating interclan violence in Galgaduud is the primary driver of displacement.",https://www.euaa.europa.eu/coi/somalia/2025/security-situation/25-galmudug/251-galgaduud
Somalia,SO25,Bakool,Southwestern semi-arid region; subsistence farming along agropastoral livelihoods. Livestock serve as the main economic resource. OCHA situation reports document ongoing Al-Shabaab presence and food insecurity requiring humanitarian response.,https://reliefweb.int/report/somalia/displacement-tracking-matrix-dtm-somalia-emergency-trend-tracking-ett-gedo-bay-hiraan-middle-shabelle-and-banadir-regions-week-46-nov-12-nov-18-2023 https://fsnau.org/downloads/Bakool-Agro-pastoral-Profile.pdf
Somalia,SO18,Mudug,"Central region split between Puntland and Galmudug administrations. It features a rural economy based largely on pastoralist livelihoods and limited agriculture. The security environment is volatile due to inter-clan feuds and conflicting jurisdiction. Nearly 80,000 people newly displaced within weeks in February 2026 in Mudug due to drought.",https://www.acaps.org/en/countries/somalia  https://en.wikipedia.org/wiki/Mudug
Somalia,SO27,Middle Juba,"Southern riverine region; agricultural potential along the Jubba River. The only region in Somalia fully controlled by Al-Shabaab. Al-Shabaab control of rural access routes; humanitarian access severely restricted. As of 2022, Middle Juba has the lowest Human Development Index score in the world out of 1,790 subnational regions.",https://en.wikipedia.org/wiki/Middle_Juba
Somalia,SO28,Lower Juba,Southernmost coastal region; port city of Kismayo serves as Jubaland's capital. Pastoralism. Key strategic importance to Al-Shabaab’s operations. The group conducted a number of attacks on military bases.,https://www.euaa.europa.eu/country-guidance-somalia/security-situation-somalia-recent-events
Somalia,SO24,Bay,Southwestern agricultural heartland. Agro-pastoral economy. Bay was the third-most conflict-intensive Somali region between April 2023-July 2025 (756 security incidents). IOM DTM records Bay as major conflict and drought displacement source. Al-Shabaab active in rural areas.,https://www.euaa.europa.eu/print/pdf/node/27391
Somalia,SO21,Middle Shabelle,"Agricultural region; rice and sesame farming. Middle Shabelle was the second-highest in fatalities (2,480) in Somalia during April 2023-July 2025 period. Al-Shabaab has retaken towns previously cleared by Somali government forces. Military operations and inter-clan clashes drive ongoing displacement into Banadir.",https://www.euaa.europa.eu/country-guidance-somalia/b-assessment-indiscriminate-violence-region
South Sudan,SS10,Western Equatoria,"Forested southwestern state; teak logging and subsistence farming. Over 165,000 people displaced since June 2025 due to conflict and airstrikes in Nagero, Tambura, Ezo, Mundri East, and Ibba counties. Lord's Resistance Army (LRA) incursions (2008-2017)  caused mass displacement; current government-community conflict ongoing.",https://www.unocha.org/publications/report/south-sudan/south-sudan-humanitarian-snapshot-october-2025 https://www.unhcr.org/news/briefing-notes/new-lra-attacks-trigger-more-displacement-southern-sudan
South Sudan,SS02,Eastern Equatoria,Southeastern state; mixed farming and cattle herding. Intercommunal violence and  chronic insecurity are documented.,https://www.unocha.org/publications/report/south-sudan/south-sudan-humanitarian-response-situation-report-no-1-16-april-2026
South Sudan,SS09,Western Bahr el Ghazal,"Northwestern state; cattle herding and subsistence farming. One of the most secured and politically stable states in South Sudan. High poverty rate with chronic food insecurity. Food security is heavily compromised by poor harvests due to irregular rainfall and flooding, high market prices, influx of returnees and new IDPs, as well as limited access to land in peri-urban IDP sites and relocation areas.
",https://southsudan.un.org/en/305164-western-bahr-el-ghazal
South Sudan,SS01,Central Equatoria,"Contains Juba, the national capital. Subsistence farming and livestock production. In Central
Equatoria, some areas remain inaccessible due to insecurity caused by hold-out groups like the National Salvation Front (NAS). Cattle migration and land grabbing are major sources of conflict in Central Equatoria. ",https://reliefweb.int/report/south-sudan/conflict-drivers-and-priorities-peace-among-communities-central-equatoria-state-south-sudan-november-2024
South Sudan,SS08,Warrap,"North-central state; cattle herding and subsistence farming. Wetland disputes, small arms proliferation, and poverty-driven cattle raiding have intensified violent conflict between Warrap and neighboring Unity and Lakes states.",https://www.saferworld-global.org/resources/publications/1429-tackling-conflict-drivers-for-peace-and-security-in-warrap-state-south-sudan
South Sudan,SS05,Northern Bahr el Ghazal,Northwestern state; subsistence farming and cattle herding. High food insecurity and one of South Sudan's poorest states. The urgent restoration and scale?up of health services remains critical.,https://www.unocha.org/publications/report/south-sudan/south-sudan-humanitarian-response-situation-report-no-1-16-april-2026
South Sudan,SS07,Upper Nile,"Oil-producing northeastern state; Paloch oilfields are critical to national revenue. High IDP rate. As of October 2025, the state accommodates over 225,000 IDPs. 73,000 people are facing starvation and death in Upper Nile and Jonglei states, where fighting between government forces and the Sudan People’s Liberation Army in Opposition has escalated since 2025. Risk of famine.  ",https://www.unocha.org/publications/report/south-sudan/south-sudan-conflict-jonglei-state-flash-update-no14-26-march-2026 https://southsudan.un.org/en/304299-upper-nile https://www.hrw.org/news/2026/05/06/civilians-starving-in-south-sudans-conflict-areas
South Sudan,SS04,Lakes,South-central state; pastoralism. High IDP rate. Lakes State classified as IPC Phase 4 (Emergency) in 2025 food security analysis. Chronic inter-clan violence documented since 2013.,https://www.unocha.org/publications/report/south-sudan/south-sudan-conflict-jonglei-state-flash-update-no-4-3-february-2026
South Sudan,SS03,Jonglei,"Largest state by area: livestock, agriculture and fishing. Since the conflict began in late December 2025, approximately 1.35 million people in Jonglei State have lost access to essential health services due to damage, looting, and service disruptions. Cholera outbreak since September 2024. 73,000 people are facing starvation and death in Upper Nile and Jonglei states, where fighting between government forces and the Sudan People’s Liberation Army in Opposition has escalated since 2025. ",https://www.unocha.org/publications/report/south-sudan/south-sudan-conflict-jonglei-state-flash-update-no14-26-march-2026
South Sudan,SS06,Unity,Oil-rich northwestern state; agro-pastoralism. Epicenter of extreme atrocities during 2013-2018 civil war. The humanitarian and security situation in Unity State significantly deteriorated between January and February 2026. This period was marked by intense military confrontations between the South Sudan People’s Defence Forces (SSPDF) and the Sudan People’s Liberation Army-In Opposition (SPLA-IO).,https://www.unocha.org/publications/report/south-sudan/south-sudan-humanitarian-snapshot-october-2025 https://reliefweb.int/report/south-sudan/south-sudan-event-tracking-report-97-unity-state-01-january-16-february-2026
